price,delta,gamma,theta
21.054894465980198,0.7076443849413542,0.008920424147504925,0.0
59.817793518097666,0.9095046560929021,0.002466149397840725,0.0
12.4081230731566,0.6904863434206857,0.01768448524325114,0.0
28.97905820777512,0.8618735234581794,0.006865293640868132,0.0
1.5768705397214815,0.21217528743982325,0.019965054710819614,0.0
0.14112781873503674,0.028253673063153434,0.004279124173455943,0.0
2.400451837080372,0.2127198599024639,0.0123951973228745,0.0
19.361752582489945,0.7821534937937655,0.011842021059920977,0.0
44.68344985581141,0.9049496464478726,0.0034639288999352034,0.0
19.525217751662307,0.9986254457688234,0.00045012393417627174,0.0
1.5268147943924266,0.25284012502047654,0.02884937497893428,0.0
70.60687440619488,0.9978223510213132,0.00018409865275743797,0.0
31.35386250675076,0.7296581921468809,0.006099323646663143,0.0
3.9372132286810486,0.5252701065702754,0.04050707805483599,0.0
5.543649197361538,0.335180914241037,0.011777571823546565,0.0
4.250896167468543,0.3247911054695566,0.015309653947428578,0.0
12.142156757988486,0.550382465101142,0.01203126763945542,0.0
15.433115562790789,0.5192495638915005,0.00836404641947523,0.0
27.78781854917858,0.9407674307429245,0.005294978062205477,0.0
3.5933135548757575,0.2543850685631734,0.011595145746885157,0.0
7.7427880994395695,0.4061163129558403,0.01252812732244462,0.0
2.0049196196939736,0.18592815058517856,0.011697415865147305,0.0
8.623698402173238,0.37932680022981596,0.00905129598740843,0.0
23.34134671815952,0.8115942574126984,0.00873785890055439,0.0
11.225304885130384,0.6331209953355212,0.017097172465017484,0.0
45.056201282579956,0.9241406425031564,0.0033724304867105235,0.0
4.277621266711446,0.2747766458870789,0.010896627530014727,0.0
0.16125821792417083,0.03597787275963744,0.00588491600302365,0.0
35.65075017687865,0.8688672303367381,0.005149608186682406,0.0
1.3422773794760843,0.128158577248166,0.008491404956370546,0.0
36.19933642108037,0.933513982417982,0.004128011375466172,0.0
1.5911825323368247,0.16427006762860227,0.011880006903716643,0.0
0.0007376612326305188,0.0004930338617065691,0.0001772227494245931,0.0
20.987483922501205,0.7726841351103575,0.010828200509041479,0.0
37.380123376156185,0.8925939036790639,0.005025060100747311,0.0
40.892453069827354,0.9805075842133129,0.0018590823373622486,0.0
21.318314502538943,0.8423734612949305,0.009663703442899746,0.0
14.911183872670255,0.6064050445443251,0.010062188561974812,0.0
36.28406980300011,0.9232574219273518,0.0044318813225124815,0.0
29.795197756202686,0.7573317675371692,0.0060586982799761,0.0
7.543269920531255,0.3480354212087467,0.008354486909883798,0.0
6.202541423399492,0.5054555561785192,0.02363257366127997,0.0
0.0017833597225278915,0.0009584075210708494,0.00030604324447301685,0.0
61.57474657770469,0.942830668842707,0.001966794325378489,0.0
1.2929684255662444,0.133023145679808,0.009831816274972432,0.0
11.594720764460062,0.752668460229061,0.0206087231643179,0.0
18.06025175013078,0.7464108095672802,0.011387922669978009,0.0
3.2134266284303976,0.39079566449316255,0.030968677761049036,0.0
31.299424823649364,0.7177053723979828,0.005476886622788888,0.0
5.741862287007382,0.7180459813492323,0.041375637531146155,0.0
51.64264670792674,0.9902668478150355,0.0008841868756467141,0.0
37.26003049943783,0.9681039848331341,0.0028359979017619544,0.0
69.16473459677015,0.9077922185067515,0.0019322071509534438,0.0
27.504330737137952,0.6753700807632281,0.006654367995267488,0.0
24.065682388200386,0.6264843943119736,0.006577644569814879,0.0
26.109785092654914,0.9883964726613201,0.0020908482183617464,0.0
1.8696180630983847,0.19421772436118567,0.013742014810172159,0.0
0.009727715272951477,0.005676394856707564,0.0019476999307292812,0.0
2.9766396713292105,0.2371023676778611,0.012033550413538624,0.0
14.323397607653598,0.5682195633488746,0.010270370387628548,0.0
23.08788782068665,0.8482299590755696,0.008868417138602517,0.0
0.7361393780632725,0.1318252125607293,0.0174338218167682,0.0
38.303290290206746,0.7150943578243097,0.004438960369629672,0.0
2.1503295407436602,0.3154052820570634,0.03138329047888022,0.0
27.16492987536697,0.7299097376671543,0.006154145565720317,0.0
0.293800086845478,0.10283475411369537,0.023636665902808707,0.0
1.6543896113808223,0.25026792025529465,0.026201274870389635,0.0
47.80843398745102,0.942895842241427,0.0027722289827135536,0.0
4.59566223629674,0.3672358917479671,0.017393598325870053,0.0
58.33757214064708,0.9168620137326728,0.0025277088933008756,0.0
20.160579503123756,0.7558687608145629,0.010962267465981074,0.0
3.4607008646456294,0.2753794602309407,0.014037162796254268,0.0
5.182363177777596,0.35513463293394776,0.013843483096986986,0.0
26.40930793359962,0.6703645849034133,0.006835165251275355,0.0
22.713165992055703,0.591790147844852,0.006588603447172019,0.0
9.845879093590861,0.525513512527586,0.015300350157506776,0.0
43.478785584242075,0.9225740062425466,0.003556986181130391,0.0
0.8462497170720205,0.11277716624652286,0.010931650160660207,0.0
2.7563247783135187,0.20819095658451375,0.010576670968682034,0.0
0.07953210865016594,0.016388760202655207,0.00255483022180272,0.0
64.00102188111467,0.9956574607702156,0.0003539951907280212,0.0
41.11560467859725,0.999954229525881,1.1863740061175188e-05,0.0
5.566697994753676,0.4489796045224067,0.021347862799436044,0.0
0.002482810575065763,0.0008962170246002232,0.00020966413146919274,0.0
3.7769936840474583,0.30077848904777205,0.015370530359467399,0.0
1.8244286126793978,0.2340418770568675,0.02098381626565139,0.0
46.085273748283626,0.9658270216715388,0.0022012035352195827,0.0
22.50659837202932,0.6411276874035093,0.007585711247939819,0.0
28.04313974360418,0.9384774226004347,0.005762420014214281,0.0
11.072730726235184,0.668856221252132,0.018729121728449084,0.0
5.497845304998069,0.29601706600747824,0.009080394650127839,0.0
8.757960051979543,0.47135578402957257,0.014417759497078434,0.0
44.91160960926416,0.9294213213014767,0.003272585386161991,0.0
34.32998394996962,0.7162273076422617,0.0047437212552146795,0.0
38.83717057930141,0.9331163339262611,0.003903620628228887,0.0
15.500744023400026,0.528178309111471,0.00856244798378436,0.0
0.9803286057268401,0.32627939004679085,0.0708294445886158,0.0
0.34691785572904044,0.09389262810187751,0.018248595299964712,0.0
0.009832794524110266,0.0028210844650321506,0.000576835385576795,0.0
0.07719325572581297,0.02426805561229624,0.005591871696041289,0.0
1.5974347772948678,0.1311034811563566,0.007154762856001173,0.0
29.04975371335917,0.7204043360835637,0.00633739084997854,0.0
14.79181109516588,0.7240858081126945,0.014210840849159877,0.0
0.9547931162492794,0.21571230203190017,0.034598970804482064,0.0
27.67853578866875,0.7253509396558593,0.007252944050531529,0.0
10.413965217747728,0.5093742485605558,0.01249001482779592,0.0
3.3632925786848626,0.27195365090346774,0.014539748631123202,0.0
5.181587085078416,0.45960427863754477,0.024852429791811573,0.0
14.650380059610002,0.5635712399820202,0.009510662648485073,0.0
2.227375805851536,0.16737347277483014,0.00825273647321448,0.0
18.629916209962676,0.76826962242483,0.011162366839131917,0.0
4.8741644753484135,0.4411485080723175,0.02346059943187029,0.0
56.828438966192245,0.9916230109708347,0.0006900826658386964,0.0
11.823256441366471,0.6122811565049431,0.015959364629664304,0.0
16.647110081322808,0.6468118051027487,0.011304315777418455,0.0
56.43483326379569,0.999000537307142,0.00012901966089371537,0.0
48.191470745531376,0.8426081370251333,0.0035879650808770583,0.0
0.6359736994550619,0.10265098226945159,0.01233324365026008,0.0
58.97873250333545,0.9999996623773467,8.407982854485018e-08,0.0
